model,layer,classifier,train_ims,condition,animacy,obj1,obj2,acc
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,cat,dog,0.5
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,cat,duck,0.5
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,cat,elephant,0.5
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,cat,fish,0.5
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,cat,foot,0.5
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,cat,frog,0.45
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,cat,hand,0.5
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,cat,rabbit,0.5
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,cat,squirrel,0.425
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,cat,turtle,0.5
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,cow,dog,0.425
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,cow,duck,0.5
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,cow,elephant,0.45
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,cow,fish,0.5
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,cow,foot,0.5
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,cow,frog,0.525
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,cow,hand,0.5
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,cow,rabbit,0.5
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,cow,squirrel,0.5
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,cow,turtle,0.5
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,dog,duck,0.525
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,dog,elephant,0.475
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,dog,fish,0.5
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,dog,foot,0.5
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,dog,frog,0.5
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,dog,hand,0.5
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,dog,rabbit,0.5
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,dog,squirrel,0.5
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,dog,turtle,0.5
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,duck,elephant,0.525
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,duck,fish,0.5
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,duck,foot,0.5
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,duck,frog,0.5
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,duck,hand,0.5
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,duck,rabbit,0.5
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,duck,squirrel,0.5
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,duck,turtle,0.575
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,elephant,fish,0.5
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,elephant,foot,0.5
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,elephant,frog,0.525
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,elephant,hand,0.5
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,elephant,rabbit,0.475
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,elephant,squirrel,0.5
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,elephant,turtle,0.5
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,fish,foot,0.5
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,fish,frog,0.525
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,fish,hand,0.575
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,fish,rabbit,0.5
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,fish,squirrel,0.475
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,fish,turtle,0.5
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,foot,frog,0.5
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,foot,hand,0.5
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,foot,rabbit,0.5
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,foot,squirrel,0.5
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,foot,turtle,0.5
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,frog,hand,0.475
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,frog,rabbit,0.475
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,frog,squirrel,0.4
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,frog,turtle,0.6
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,hand,rabbit,0.5
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,hand,squirrel,0.5
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,hand,turtle,0.5
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,rabbit,squirrel,0.55
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,rabbit,turtle,0.475
vit_dinov2,blocks.1.ls2,KNN,150,Pert,anim,squirrel,turtle,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,airplane,apple,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,airplane,bicycle,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,airplane,chair,0.55
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,airplane,flower,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,airplane,fork,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,airplane,guitar,0.65
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,airplane,key,0.575
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,airplane,kite,0.525
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,airplane,lamp,0.7
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,airplane,leaf,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,airplane,spoon,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,airplane,tree,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,airplane,truck,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,airplane,umbrella,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,apple,bicycle,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,apple,chair,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,apple,flower,0.525
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,apple,fork,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,apple,guitar,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,apple,key,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,apple,kite,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,apple,lamp,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,apple,leaf,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,apple,spoon,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,apple,tree,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,apple,truck,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,apple,umbrella,0.525
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,bicycle,chair,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,bicycle,flower,0.55
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,bicycle,fork,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,bicycle,guitar,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,bicycle,key,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,bicycle,kite,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,bicycle,lamp,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,bicycle,leaf,0.525
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,bicycle,spoon,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,bicycle,tree,0.525
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,bicycle,truck,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,bicycle,umbrella,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,chair,flower,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,chair,fork,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,chair,guitar,0.475
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,chair,key,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,chair,kite,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,chair,lamp,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,chair,leaf,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,chair,spoon,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,chair,tree,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,chair,truck,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,chair,umbrella,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,flower,fork,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,flower,guitar,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,flower,key,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,flower,kite,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,flower,lamp,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,flower,leaf,0.525
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,flower,spoon,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,flower,tree,0.525
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,flower,truck,0.475
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,flower,umbrella,0.525
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,fork,guitar,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,fork,key,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,fork,kite,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,fork,lamp,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,fork,leaf,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,fork,spoon,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,fork,tree,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,fork,truck,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,fork,umbrella,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,guitar,key,0.475
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,guitar,kite,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,guitar,lamp,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,guitar,leaf,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,guitar,spoon,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,guitar,tree,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,guitar,truck,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,guitar,umbrella,0.475
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,key,kite,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,key,lamp,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,key,leaf,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,key,spoon,0.525
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,key,tree,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,key,truck,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,key,umbrella,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,kite,lamp,0.55
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,kite,leaf,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,kite,spoon,0.525
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,kite,tree,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,kite,truck,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,kite,umbrella,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,lamp,leaf,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,lamp,spoon,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,lamp,tree,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,lamp,truck,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,lamp,umbrella,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,leaf,spoon,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,leaf,tree,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,leaf,truck,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,leaf,umbrella,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,spoon,tree,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,spoon,truck,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,spoon,umbrella,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,tree,truck,0.4
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,tree,umbrella,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,inam,truck,umbrella,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,bear,bird,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,bear,butterfly,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,bear,cat,0.475
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,bear,cow,0.525
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,bear,dog,0.525
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,bear,duck,0.45
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,bear,elephant,0.475
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,bear,fish,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,bear,foot,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,bear,frog,0.475
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,bear,hand,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,bear,rabbit,0.45
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,bear,squirrel,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,bear,turtle,0.525
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,bird,butterfly,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,bird,cat,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,bird,cow,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,bird,dog,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,bird,duck,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,bird,elephant,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,bird,fish,0.475
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,bird,foot,0.475
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,bird,frog,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,bird,hand,0.525
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,bird,rabbit,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,bird,squirrel,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,bird,turtle,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,butterfly,cat,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,butterfly,cow,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,butterfly,dog,0.475
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,butterfly,duck,0.425
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,butterfly,elephant,0.525
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,butterfly,fish,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,butterfly,foot,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,butterfly,frog,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,butterfly,hand,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,butterfly,rabbit,0.475
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,butterfly,squirrel,0.4
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,butterfly,turtle,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,cat,cow,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,cat,dog,0.475
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,cat,duck,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,cat,elephant,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,cat,fish,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,cat,foot,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,cat,frog,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,cat,hand,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,cat,rabbit,0.475
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,cat,squirrel,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,cat,turtle,0.475
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,cow,dog,0.525
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,cow,duck,0.45
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,cow,elephant,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,cow,fish,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,cow,foot,0.525
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,cow,frog,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,cow,hand,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,cow,rabbit,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,cow,squirrel,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,cow,turtle,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,dog,duck,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,dog,elephant,0.525
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,dog,fish,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,dog,foot,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,dog,frog,0.45
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,dog,hand,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,dog,rabbit,0.475
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,dog,squirrel,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,dog,turtle,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,duck,elephant,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,duck,fish,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,duck,foot,0.525
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,duck,frog,0.425
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,duck,hand,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,duck,rabbit,0.475
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,duck,squirrel,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,duck,turtle,0.575
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,elephant,fish,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,elephant,foot,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,elephant,frog,0.525
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,elephant,hand,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,elephant,rabbit,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,elephant,squirrel,0.475
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,elephant,turtle,0.475
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,fish,foot,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,fish,frog,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,fish,hand,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,fish,rabbit,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,fish,squirrel,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,fish,turtle,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,foot,frog,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,foot,hand,0.525
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,foot,rabbit,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,foot,squirrel,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,foot,turtle,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,frog,hand,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,frog,rabbit,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,frog,squirrel,0.55
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,frog,turtle,0.525
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,hand,rabbit,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,hand,squirrel,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,hand,turtle,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,rabbit,squirrel,0.475
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,rabbit,turtle,0.5
vit_dinov2,blocks.2.ls2,KNN,150,Pert,anim,squirrel,turtle,0.5
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,airplane,apple,0.65
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,airplane,bicycle,0.6
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,airplane,chair,0.55
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,airplane,flower,0.5
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,airplane,fork,0.5
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,airplane,guitar,0.5
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,airplane,key,0.5
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,airplane,kite,0.5
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,airplane,lamp,0.5
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,airplane,leaf,0.5
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,airplane,spoon,0.5
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,airplane,tree,0.5
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,airplane,truck,0.5
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,airplane,umbrella,0.525
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,apple,bicycle,0.55
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,apple,chair,0.5
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,apple,flower,0.5
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,apple,fork,0.5
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,apple,guitar,0.5
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,apple,key,0.5
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,apple,kite,0.5
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,apple,lamp,0.5
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,apple,leaf,0.475
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,apple,spoon,0.5
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,apple,tree,0.525
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,apple,truck,0.5
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,apple,umbrella,0.525
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,bicycle,chair,0.5
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,bicycle,flower,0.525
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,bicycle,fork,0.5
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,bicycle,guitar,0.5
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,bicycle,key,0.5
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,bicycle,kite,0.5
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,bicycle,lamp,0.5
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,bicycle,leaf,0.525
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,bicycle,spoon,0.5
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,bicycle,tree,0.6
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,bicycle,truck,0.45
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,bicycle,umbrella,0.575
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,chair,flower,0.5
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,chair,fork,0.5
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,chair,guitar,0.5
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,chair,key,0.525
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,chair,kite,0.55
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,chair,lamp,0.475
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,chair,leaf,0.5
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,chair,spoon,0.525
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,chair,tree,0.5
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,chair,truck,0.5
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,chair,umbrella,0.525
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,flower,fork,0.5
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,flower,guitar,0.5
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,flower,key,0.5
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,flower,kite,0.5
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,flower,lamp,0.5
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,flower,leaf,0.475
vit_dinov2,blocks.3.ls2,KNN,150,Pert,inam,flower,spoon,0.5
